cl_id,cl_tracked,cl_fraud,cl_refunded,cb_amount,rf_amount,pv,revenue,co_name,gender,datecl,payment_method,mid,pid,card_brand,ps_id,pss_id
8663,0,1,1,29.8,28.96,4436,459.96,Finland,female,2021-03-20,Bank transfers,184,1297,Amex,17,39
2449,0,1,1,10.32,45.24,1227.84,504.68,Canada,male,2021-01-07,Mobile,195,1232,JBC,87,39
1710,0,0,0,42.72,49.72,4169.2,654.24,Iran,female,2021-03-21,Mobile,164,1078,MasterCard,66,38
3665,0,0,1,1.64,5,4367.2,634.64,Denmark,female,2021-03-30,Mobile,167,1247,JBC,82,22
2974,1,0,0,28.16,3.88,1759.48,969.12,Ireland,female,2021-01-07,Mobile,100,1161,MasterCard,15,16
4446,0,1,0,4.84,33.28,1248,632.36,Brazil,male,2021-03-09,E-Wallet,148,1046,JBC,59,86
2038,1,1,0,18.32,35.32,3218.24,724.28,Iran,male,2021-02-20,Bank transfers,173,1201,Amex,72,70
4368,0,0,1,23.36,3.76,2735.16,645.64,Australia,male,2021-01-09,Bank transfers,249,1185,JBC,51,34
6327,1,1,0,33.4,30.72,4596.2,926.72,France,male,2021-01-23,Credit cards,114,1294,Visa,38,12
385,1,1,0,43.72,40.96,2917.56,675.4,Spain,female,2021-02-10,Prepaid cards,54,1041,Amex,52,68
6457,0,0,1,32.12,29.6,2756.72,453.4,Ireland,male,2021-03-31,Prepaid cards,79,1118,MasterCard,89,48
1782,1,1,1,20.32,8.52,4523.52,198.32,Australia,female,2021-03-11,Credit cards,283,1110,Amex,36,2
5374,1,1,1,6.08,21.8,2145.8,678.2,Finland,female,2021-01-17,Credit cards,278,1235,Visa,57,94
4313,1,1,1,17.88,50,1308.04,784.04,Switzerland,female,2021-02-26,Credit cards,248,1121,Visa,60,7
3073,1,1,1,20.24,39.8,4521.88,163.48,Brazil,male,2021-01-14,E-Wallet,20,1115,MasterCard,35,38
2780,1,0,1,41.48,38.92,2297.88,233.4,Turkey,male,2021-03-21,Credit cards,156,1227,JBC,88,35
6880,0,0,1,30.68,27.2,4397.88,957.92,Australia,male,2021-02-18,Prepaid cards,114,1210,MasterCard,64,83
191,1,0,1,26.68,35.52,4928.64,78.32,Spain,male,2021-01-10,Mobile,209,1060,Visa,69,68
2913,0,1,1,12,1.12,3191.16,90.2,Netherlands,female,2021-01-09,E-Wallet,92,1277,Visa,100,80
5740,1,1,0,44.32,13.84,3655.36,89.84,Denmark,female,2021-01-05,Credit cards,247,1002,Visa,47,7
7502,0,1,1,1.52,18.16,1942.76,566.72,Australia,male,2021-01-19,E-Wallet,116,1248,Visa,10,90
8254,1,1,0,30.24,49.76,4685.08,975.24,Australia,female,2021-01-28,E-Wallet,97,1062,Amex,4,84
5630,0,0,1,45.96,27.92,1664.24,117.16,Switzerland,male,2021-01-15,Prepaid cards,5,1046,JBC,50,13
3342,0,0,0,35.04,9.56,2141.52,887.24,Finland,male,2021-01-01,E-Wallet,186,1267,Visa,86,78
9052,1,0,0,43.04,41.32,3340.8,648.44,Turkey,female,2021-03-23,Bank transfers,244,1101,JBC,60,58
7612,1,1,1,26.08,23.32,1628.08,652.96,Canada,male,2021-02-11,Mobile,185,1213,Amex,93,83
3236,1,1,0,42.68,49.48,4683.28,206.4,Finland,female,2021-02-18,E-Wallet,148,1156,Amex,43,72
6067,0,0,1,31.16,2.84,4397.04,385.64,Germany,female,2021-01-19,E-Wallet,288,1050,Amex,88,76
5756,1,1,1,49.52,8.24,3568.76,434.12,New Zealand,female,2021-03-21,E-Wallet,15,1178,JBC,29,94
3485,1,1,0,38.92,1.32,2660.52,86.48,Turkey,male,2021-01-19,E-Wallet,188,1279,MasterCard,30,90
8366,0,0,1,3.28,30.12,4166.08,190.36,Ireland,female,2021-01-20,Bank transfers,291,1061,MasterCard,61,91
9898,0,1,1,6.4,29.04,2869.32,699.76,Netherlands,female,2021-01-19,Bank transfers,225,1279,Visa,20,16
9982,0,1,1,32.6,31.68,2372.76,458.68,Australia,female,2021-01-03,Bank transfers,298,1157,MasterCard,22,6
8396,1,1,1,17.84,15.36,3377.56,889.8,Norway,male,2021-02-08,Prepaid cards,183,1077,JBC,30,3
7209,1,1,0,15.16,2.76,3580.16,386.92,Brazil,female,2021-01-16,Mobile,124,1257,JBC,73,23
2461,0,0,1,34.12,49.04,4439.52,526.4,Denmark,male,2021-01-07,Credit cards,154,1257,JBC,4,84
5231,0,0,1,20.64,17.32,1423.6,286.76,France,female,2021-01-21,Credit cards,245,1266,Visa,67,17
3855,0,0,1,32.76,30.2,4886.36,955.24,Netherlands,female,2021-02-23,Mobile,181,1162,JBC,81,14
4873,0,0,0,29.8,10.88,2074.8,227.76,France,male,2021-01-18,Bank transfers,157,1265,JBC,85,36
4454,1,1,0,33.92,24.68,3365.44,103.6,Netherlands,female,2021-03-28,Credit cards,218,1000,Visa,92,59
3156,0,0,0,37.4,6.12,2300.24,458.52,Turkey,female,2021-01-19,Credit cards,108,1259,Visa,21,52
832,0,1,1,38.64,3.92,2962,520.32,New Zealand,male,2021-03-12,Credit cards,63,1261,Visa,54,20
9921,0,1,1,15.92,18.16,4107.92,68.4,Germany,female,2021-02-21,Credit cards,12,1014,MasterCard,94,68
7097,0,0,1,33.24,1.12,1682.24,538.52,Denmark,female,2021-01-05,Bank transfers,20,1181,Visa,34,78
8400,0,0,1,24.64,48.36,1882.6,73.68,Norway,female,2021-03-19,Mobile,80,1115,Visa,47,62
2358,0,1,1,20.68,43.88,1970.04,682.76,New Zealand,male,2021-03-28,Bank transfers,134,1023,Visa,19,73
1428,1,0,1,32,38.4,2165.2,966.4,Switzerland,female,2021-03-12,Bank transfers,87,1296,Visa,64,50
8290,0,1,0,4.04,43.08,4862.6,388.8,Spain,female,2021-03-07,Prepaid cards,99,1174,MasterCard,54,14
2452,0,0,1,4.92,23.72,2717.08,525.68,France,male,2021-03-15,Prepaid cards,8,1193,MasterCard,23,46
4788,1,1,1,12.92,17.48,4470.6,986.04,Australia,male,2021-02-10,Credit cards,291,1273,MasterCard,76,15
2774,0,0,1,2.28,13.8,1326.48,975.08,Spain,male,2021-01-13,Bank transfers,278,1150,Visa,96,5
7395,0,0,1,37.6,28.04,3410.52,160.48,Netherlands,female,2021-01-20,Credit cards,109,1212,MasterCard,87,48
3841,0,0,0,9.68,13.12,2868.56,387.16,Spain,male,2021-01-14,E-Wallet,255,1258,MasterCard,11,68
9556,0,1,0,49.04,47.92,1386.56,378.08,Norway,male,2021-03-19,Mobile,63,1011,MasterCard,17,70
5637,1,1,1,26.28,32.24,3890.4,725.52,Finland,female,2021-03-02,Prepaid cards,116,1283,JBC,31,46
3307,1,1,0,36,36.08,3381.24,711.32,Switzerland,male,2021-01-18,Mobile,40,1231,MasterCard,72,11
7350,1,1,1,15.52,38.28,2511.24,500.24,Canada,male,2021-01-27,Prepaid cards,9,1084,MasterCard,80,40
4317,1,1,1,30.12,9.44,3932.68,915.52,United States,male,2021-03-10,E-Wallet,107,1177,Visa,38,18
960,0,0,0,43.84,26.24,4131.64,868.36,Finland,female,2021-04-01,Bank transfers,212,1124,JBC,5,7
8813,1,1,1,2.08,17.52,4713.04,914.96,Australia,female,2021-01-08,Credit cards,99,1234,Amex,74,8
9443,0,0,0,21.16,48.44,4558.96,908.36,Spain,female,2021-03-06,E-Wallet,4,1162,Visa,56,62
9699,0,1,1,47.88,8.2,2351.6,797.28,Netherlands,male,2021-02-06,Prepaid cards,100,1202,Visa,79,85
6059,1,1,1,29.12,12.2,4119.88,180.32,Australia,male,2021-02-01,Bank transfers,209,1030,MasterCard,100,15
1174,1,1,0,13.36,40.08,1350.44,513.76,Iran,male,2021-03-08,Mobile,180,1111,Amex,65,30
203,1,1,1,1,47.52,3226.6,878.68,France,male,2021-02-17,Prepaid cards,8,1238,MasterCard,53,67
2585,1,1,0,22.28,5.52,2960.2,57.36,Spain,female,2021-03-31,Mobile,273,1114,MasterCard,100,40
7058,0,0,1,31.76,22.12,3909.24,874.4,United Kingdom,male,2021-01-26,Prepaid cards,128,1071,JBC,96,56
3615,1,0,1,38.12,29.52,3049.44,248.04,United States,male,2021-03-15,Credit cards,92,1078,Amex,33,55
4998,1,1,1,35.48,27.4,1645.64,966.12,Turkey,female,2021-02-21,Mobile,218,1236,MasterCard,52,93
5130,0,1,1,7.44,1.16,2906.88,532.2,Canada,male,2021-01-17,Mobile,195,1252,Amex,1,86
5499,0,1,0,21.36,45.2,3423.56,425.68,Brazil,female,2021-02-17,Bank transfers,199,1248,Amex,93,89
8775,1,0,1,42.84,13.32,3812.52,177.24,France,female,2021-02-19,Bank transfers,164,1085,Visa,40,5
920,1,1,0,33.76,10.08,3919.76,290,Finland,female,2021-02-06,E-Wallet,257,1133,Visa,3,17
6806,1,0,1,34.08,15.2,3994.8,732.96,Finland,male,2021-02-06,Bank transfers,81,1246,Visa,62,85
3275,0,1,1,21.84,8.64,4998.84,72,Spain,female,2021-03-20,E-Wallet,248,1062,Visa,61,74
4365,1,1,0,21.12,29.48,2315,236.6,New Zealand,female,2021-02-14,Bank transfers,72,1111,MasterCard,12,21
8282,1,0,0,11.72,40.92,1061.24,678.96,Netherlands,female,2021-03-19,Prepaid cards,175,1233,Amex,65,97
6827,1,0,1,27.92,3.36,1872.16,418,France,male,2021-02-07,Credit cards,120,1118,JBC,8,45
1930,1,0,1,2.44,2,3054.56,147.8,New Zealand,female,2021-03-01,Credit cards,35,1013,JBC,49,80
3502,1,0,0,39.16,31.48,2498.64,966.8,Australia,male,2021-03-27,E-Wallet,231,1073,Visa,4,42
497,0,1,0,7.68,49.68,4757.48,405.16,Finland,female,2021-03-26,Bank transfers,206,1031,MasterCard,37,52
4156,0,1,1,22.12,22.32,1536.2,524.88,Ireland,female,2021-02-12,Prepaid cards,117,1230,MasterCard,63,58
2533,0,0,1,39.68,20.56,4711.68,921.08,Ireland,female,2021-01-04,Mobile,103,1025,JBC,13,38
9761,0,1,1,26.24,23.76,1015.6,857.6,Turkey,female,2021-02-01,E-Wallet,161,1015,MasterCard,10,93
3470,0,0,0,28.08,1.16,2803.96,813.32,Turkey,female,2021-01-04,Prepaid cards,151,1253,JBC,81,54
119,0,1,0,8.6,44.4,2199.84,899.44,Germany,male,2021-03-05,Mobile,55,1041,MasterCard,73,25
1551,0,0,0,35.6,20.72,3421.24,159.96,France,female,2021-01-01,E-Wallet,157,1036,Amex,4,81
5105,0,0,1,15.24,37.36,1186.96,932.08,Norway,male,2021-01-29,Bank transfers,185,1208,Visa,81,44
4084,0,1,0,15.92,21.96,4934.92,212.48,Norway,female,2021-02-24,Bank transfers,257,1293,MasterCard,75,65
2761,0,1,0,16.32,33.36,3950.04,776.8,Finland,female,2021-04-01,Prepaid cards,22,1121,JBC,25,38
7585,1,1,0,30.72,19.76,3260.92,777.96,Iran,male,2021-03-20,Mobile,167,1179,Amex,53,63
830,0,1,0,8.2,4.56,2127.28,304.16,Iran,male,2021-01-09,E-Wallet,127,1002,MasterCard,85,94
6620,0,0,0,1.4,3.6,2483.48,821.16,Canada,female,2021-01-27,Prepaid cards,44,1183,MasterCard,6,44
6750,0,0,1,17.24,4.08,1538.48,212.84,Netherlands,female,2021-01-03,Credit cards,120,1053,MasterCard,79,6
7815,1,0,1,26.56,33.52,2377.48,573.92,Australia,male,2021-03-13,Credit cards,18,1108,Amex,41,81
4473,0,1,1,1.2,10.72,2267.16,868.44,Turkey,female,2021-03-25,E-Wallet,64,1207,Visa,67,40
7391,0,0,0,5.04,25.36,4755.92,361.12,New Zealand,female,2021-01-14,Prepaid cards,30,1256,Amex,18,41
3321,1,0,1,34.6,36.24,1549.8,778.44,New Zealand,male,2021-03-11,Credit cards,287,1014,Amex,72,10
4796,1,1,1,7.92,22.48,2998.24,335.96,United States,male,2021-01-23,Credit cards,140,1176,MasterCard,57,71
790,0,0,1,15.84,27.92,2775.08,115.32,Turkey,male,2021-01-07,E-Wallet,18,1200,Amex,37,82
87,1,0,0,20.24,11.8,1851.12,589.44,Ireland,female,2021-03-23,Prepaid cards,122,1132,JBC,96,21
3788,1,0,1,24.68,44,2792.56,926.32,Ireland,female,2021-02-01,E-Wallet,106,1157,MasterCard,52,41
4705,1,0,0,47.68,33.52,4019.2,226.84,Netherlands,female,2021-01-03,Bank transfers,296,1126,Amex,1,83
7884,1,0,0,15.88,8.72,1709.16,197.04,Canada,male,2021-02-07,Mobile,223,1083,MasterCard,15,54
9493,0,1,1,30.04,13.28,3657.96,895,France,male,2021-01-30,E-Wallet,103,1247,MasterCard,95,47
5832,1,0,0,38.68,25.04,2147.2,498.44,Denmark,female,2021-03-16,Mobile,137,1187,JBC,5,66
5150,0,1,1,29.04,10.96,2834.8,196.4,Turkey,female,2021-03-31,Mobile,202,1082,MasterCard,38,75
4674,0,0,0,21.76,26.28,4498.12,60.28,Finland,female,2021-02-09,Mobile,15,1025,Amex,28,56
1699,1,1,1,6.24,40.48,2655.64,209.32,Denmark,female,2021-01-24,Prepaid cards,229,1242,MasterCard,72,40
8399,1,0,0,26.32,28.72,2513,201.68,Switzerland,male,2021-02-13,E-Wallet,33,1156,Amex,100,37
8645,1,1,1,31.92,4.36,4049.96,576.04,Finland,female,2021-03-24,Prepaid cards,84,1146,MasterCard,47,28
5325,1,0,0,48.76,32.2,4820.32,578.52,New Zealand,male,2021-01-07,Prepaid cards,42,1251,Visa,100,45
4362,1,1,0,41.56,47.64,4291.4,784.44,Spain,female,2021-01-21,E-Wallet,287,1023,MasterCard,93,73
6692,1,1,0,28.08,43.52,1983.08,891.72,Germany,male,2021-01-19,E-Wallet,171,1186,Amex,100,12
3045,1,0,0,28.44,37.32,4273,354.4,Norway,female,2021-01-12,Mobile,186,1001,MasterCard,2,58
1080,1,1,1,42.24,31.72,4199,381.36,United Kingdom,male,2021-03-27,Prepaid cards,190,1264,Amex,47,77
4059,1,1,0,10.48,17.88,2160.76,416.48,Iran,male,2021-01-18,Mobile,40,1130,Visa,95,69
8419,0,1,1,4.92,13.84,4948.08,240.2,Netherlands,female,2021-02-15,Mobile,296,1107,Amex,74,63
5723,0,1,0,5.76,24.64,3703.04,475.68,Turkey,male,2021-03-21,Credit cards,294,1232,Amex,67,92
3387,0,0,0,42.36,22.56,4330.52,649.08,Ireland,male,2021-02-19,Bank transfers,191,1285,Visa,80,87
3192,0,1,0,7.76,27.8,2669.28,822.76,Ireland,female,2021-03-14,Credit cards,53,1017,Visa,50,22
9538,1,0,0,30.28,27.56,2192.8,451.16,Iran,female,2021-03-29,E-Wallet,250,1041,JBC,46,77
427,1,0,1,11.12,22.08,4078.84,297.56,Australia,female,2021-01-25,Credit cards,53,1209,MasterCard,99,82
1780,0,0,0,20.08,14.44,1683.96,710.92,Germany,male,2021-01-16,Mobile,132,1123,MasterCard,15,35
5814,0,0,0,41.4,25.88,3708.44,512.48,Finland,male,2021-03-04,Mobile,265,1297,Amex,22,43
6854,1,0,0,15.2,14.64,1024.92,434.16,Spain,female,2021-01-16,E-Wallet,65,1280,MasterCard,41,93
2852,0,1,1,25.4,36.68,3914.2,900.96,Iran,male,2021-03-19,Mobile,162,1120,MasterCard,21,63
7666,1,1,0,25.64,27.44,1352.88,777.92,Canada,female,2021-01-11,Prepaid cards,277,1270,MasterCard,64,68
5118,1,1,1,45.16,7.04,3473.52,207.16,Finland,male,2021-02-08,Bank transfers,69,1181,MasterCard,56,77
4713,0,0,1,3.24,2.4,1485.32,652.8,Netherlands,female,2021-03-25,Bank transfers,276,1172,Amex,80,8
964,0,0,0,13.44,8.32,4192.36,953.48,New Zealand,female,2021-01-24,E-Wallet,131,1178,MasterCard,55,33
9362,1,0,0,44.28,41.16,1277.76,344.24,Norway,male,2021-02-14,Mobile,249,1057,Amex,60,20
4990,1,1,0,19.4,39.8,1280.08,243,Canada,male,2021-03-25,E-Wallet,211,1145,MasterCard,85,95
4580,1,1,0,35.52,35.88,2818.52,224.16,Australia,male,2021-03-18,Mobile,27,1201,Visa,38,44
3959,0,1,0,21.8,36.64,4727,889.76,Australia,male,2021-01-20,Credit cards,261,1147,MasterCard,89,9
9092,1,0,1,41.12,38.96,4536.56,472.92,France,female,2021-03-19,E-Wallet,88,1234,Visa,48,24
4685,1,0,1,38.04,37.44,1155.44,731.88,Canada,male,2021-01-28,E-Wallet,164,1161,MasterCard,67,89
4851,1,0,1,10.84,17.68,4341.56,252.72,United Kingdom,female,2021-01-19,Mobile,236,1085,MasterCard,71,84
861,0,1,1,13.84,32.12,2040.72,179.6,Switzerland,female,2021-02-23,E-Wallet,181,1111,MasterCard,56,74
7408,1,0,1,35.24,32.68,4208.32,601.48,Finland,male,2021-01-17,Bank transfers,4,1153,MasterCard,17,23
8598,0,0,1,9.76,34.96,4378.88,798.52,Ireland,male,2021-03-28,Mobile,81,1070,MasterCard,97,62
5155,0,0,0,26.48,4.84,2515.36,87.64,Norway,male,2021-01-30,Mobile,18,1267,JBC,55,50
3380,1,0,0,29.44,41.72,4229.4,804.28,United Kingdom,female,2021-01-04,Credit cards,269,1297,Visa,54,69
6269,1,1,1,1.36,30.68,2219.56,611.84,Norway,male,2021-02-05,Credit cards,163,1016,Amex,58,74
8696,1,0,1,24.88,5.52,2942.92,557.64,Switzerland,female,2021-03-07,Credit cards,137,1274,MasterCard,58,78
2782,1,1,0,43.56,16.92,3066.52,270.44,United Kingdom,female,2021-01-13,E-Wallet,26,1226,Visa,38,67
8385,1,0,0,12.72,7.08,3023.84,449.36,Norway,female,2021-01-14,Credit cards,192,1111,Visa,96,24
3955,0,0,0,19.68,9.08,2282.72,381.4,Norway,female,2021-02-10,Prepaid cards,288,1052,JBC,56,7
5622,1,1,0,21.32,46.24,1889.24,788.68,United States,male,2021-03-20,Mobile,240,1027,Visa,27,29
9111,1,1,1,27.52,36.24,3584.32,187,Iran,female,2021-01-03,E-Wallet,201,1228,JBC,39,46
4787,0,0,1,30.6,19.08,2387.52,482.44,Finland,female,2021-01-12,Prepaid cards,89,1297,Visa,77,2
3919,0,0,1,29.68,30.76,3882.92,344.88,Netherlands,female,2021-02-22,Bank transfers,71,1291,MasterCard,15,10
8374,0,1,0,13.4,11.84,2605.56,535.72,New Zealand,female,2021-01-31,Prepaid cards,214,1128,Amex,37,66
9790,0,0,0,39.44,14.96,4987.12,500.16,Netherlands,male,2021-03-23,Bank transfers,79,1234,MasterCard,53,58
8466,1,0,1,43,32.48,3010.92,181.84,Switzerland,female,2021-01-12,Credit cards,299,1144,JBC,78,55
5239,0,1,0,3.92,2.88,4033.12,320.8,Canada,male,2021-01-08,Credit cards,78,1054,JBC,21,29
7224,0,1,0,4.8,35.36,3225,550,Finland,male,2021-02-10,Mobile,50,1276,JBC,74,58
2596,1,0,1,39.68,2.08,3367.48,960.68,Netherlands,male,2021-01-04,E-Wallet,34,1289,JBC,4,48
9204,1,0,1,17.36,11.72,2540.64,490.68,United States,female,2021-02-28,E-Wallet,136,1017,JBC,35,93
6797,1,0,1,34.48,10.48,1179.48,627.92,Finland,female,2021-02-26,Mobile,36,1052,Visa,87,13
9837,1,1,1,45.52,26.32,2868.4,389.24,Germany,female,2021-01-27,Mobile,258,1169,JBC,63,70
2656,1,1,0,8.64,35.92,4732.16,625.24,Turkey,female,2021-03-04,Prepaid cards,187,1285,JBC,100,26
490,0,0,1,28.4,42.8,1016,247.6,Turkey,female,2021-01-03,Mobile,174,1027,MasterCard,7,54
6562,1,0,1,49.08,37,1301.6,146.32,New Zealand,female,2021-02-07,Prepaid cards,119,1046,Amex,61,25
5275,0,1,1,26,3.76,1623.68,690.48,United States,female,2021-02-17,Credit cards,82,1012,JBC,80,12
7617,1,1,0,29.72,48.52,2895.84,208.72,Norway,male,2021-01-16,Mobile,167,1169,MasterCard,66,47
2465,1,0,1,14.36,19.08,2661.8,386.16,Ireland,female,2021-01-29,E-Wallet,289,1060,MasterCard,46,89
2154,1,0,0,3.84,20.84,3844.6,247.12,Finland,female,2021-01-07,Mobile,254,1107,MasterCard,61,78
8039,0,1,0,18.32,34.72,1860.16,344.84,United States,female,2021-02-03,Credit cards,40,1053,Amex,79,56
1015,0,0,0,18.4,22.36,2307.12,811.12,New Zealand,female,2021-02-02,Mobile,98,1062,Amex,22,58
1901,1,0,1,26.64,36.92,3401.04,488.56,France,male,2021-04-01,Mobile,180,1111,MasterCard,18,88
3961,0,0,0,24.88,46.6,3398.6,413.4,Australia,male,2021-02-28,Credit cards,93,1137,Visa,40,6
5212,0,0,0,26.84,28.64,4685.32,575.32,Finland,male,2021-01-02,Mobile,122,1021,Amex,97,54
8769,1,0,0,16,8.88,1216.92,762.28,Germany,female,2021-02-03,Prepaid cards,225,1108,JBC,12,47
6288,1,0,0,6.84,1.2,1611.96,703.96,Switzerland,female,2021-03-13,Credit cards,147,1281,Visa,54,85
8405,0,1,1,41.4,9.28,4575.16,276.32,Switzerland,male,2021-02-09,Credit cards,58,1148,JBC,17,52
4880,0,0,0,5.2,17.08,2733.72,475.88,United States,male,2021-02-09,Bank transfers,216,1172,Amex,12,8
9751,0,0,0,31.4,19.44,2643.16,417.8,Canada,female,2021-01-06,Mobile,91,1278,JBC,6,69
9951,0,1,1,18.84,32.2,1172.24,228.56,Canada,male,2021-03-20,E-Wallet,25,1154,Visa,70,24
3944,0,0,1,19.48,44.32,1470.4,953.92,Netherlands,male,2021-01-13,Mobile,17,1097,Visa,4,66
7667,0,0,1,14.2,6.28,4830.44,302.44,Spain,male,2021-01-11,Bank transfers,186,1028,Visa,94,88
3541,0,1,0,1.6,44.44,1101.28,831.32,Ireland,male,2021-03-05,Bank transfers,154,1263,MasterCard,64,25
7214,0,1,1,8.4,13.64,4749.68,995.92,Switzerland,male,2021-02-10,Mobile,26,1295,Amex,35,21
335,0,1,0,42.24,24.04,4901.16,965.76,Denmark,male,2021-03-14,Prepaid cards,89,1208,Amex,5,31
9636,1,0,0,30.08,21,3390.68,534.32,Ireland,female,2021-02-10,Prepaid cards,277,1015,JBC,94,59
8710,1,0,0,3.96,31.28,3520.96,465.24,Canada,male,2021-04-01,Prepaid cards,63,1273,Visa,54,92
8683,1,1,1,8.84,5.88,4539.56,499.72,United States,male,2021-03-03,Bank transfers,210,1158,Visa,61,45
4807,1,1,1,32.2,7.84,3448.32,868.6,Iran,female,2021-03-31,Prepaid cards,229,1082,Amex,90,65
5229,0,0,1,16.24,29.12,1495.44,254.72,New Zealand,female,2021-04-01,Prepaid cards,210,1073,Amex,24,53
6166,0,1,0,47.84,12.2,1481.64,77.92,Turkey,male,2021-01-15,Prepaid cards,81,1284,Amex,25,38
2601,0,1,1,11.24,28.92,2562.6,593.24,Ireland,male,2021-02-05,Credit cards,184,1080,MasterCard,84,100
2201,1,1,0,48.32,3.04,3881.6,74.4,Ireland,female,2021-03-23,E-Wallet,113,1010,MasterCard,34,30
460,1,1,1,21.2,42.48,1089.04,388.56,Netherlands,female,2021-03-13,E-Wallet,213,1158,Amex,52,63
6660,0,0,1,41.04,11.32,2481.32,249.84,Norway,male,2021-03-13,Mobile,83,1021,Visa,33,45
1176,1,1,0,14.52,19.04,4740.88,650.36,Germany,male,2021-02-14,E-Wallet,234,1213,Amex,23,17
8465,0,1,1,34.08,1.04,3149.32,218.48,Ireland,female,2021-03-07,Mobile,2,1123,Visa,67,64
6378,0,0,0,41.88,25.4,2061.68,607.08,Spain,male,2021-02-04,Credit cards,82,1042,Amex,23,47
4412,0,0,1,43.2,5.84,1554.16,348.6,Norway,male,2021-03-06,Bank transfers,147,1142,Visa,45,14
683,0,1,0,2.56,40.88,2569.44,757.12,Brazil,male,2021-02-06,Bank transfers,216,1106,MasterCard,95,63
9924,0,0,0,20.92,23.6,1136.08,242.68,Switzerland,female,2021-01-30,E-Wallet,196,1236,JBC,97,25
3295,0,0,0,18.52,25.4,1466.72,439.8,New Zealand,female,2021-03-29,Mobile,121,1002,Amex,56,80
5495,0,1,0,37.32,28.48,4744.28,815.2,Turkey,female,2021-02-24,E-Wallet,20,1252,JBC,77,57
8556,1,1,0,12.08,42.72,2733.6,689,Canada,male,2021-03-20,E-Wallet,210,1010,MasterCard,54,91
6177,1,1,0,8.96,19.08,3414.88,215.2,United States,female,2021-02-08,Prepaid cards,202,1198,MasterCard,34,5
35,1,1,1,46.2,13.92,2015,991.88,Australia,female,2021-03-17,Mobile,135,1180,JBC,59,53
7976,0,0,1,43.76,30.16,1212.72,558.44,Norway,female,2021-03-01,Credit cards,220,1059,MasterCard,95,47
6255,0,1,1,35.16,12.64,4837.2,563.52,Germany,female,2021-01-14,E-Wallet,169,1236,Amex,49,97
1203,1,1,0,39.08,1,1198.92,218.16,New Zealand,male,2021-01-14,Prepaid cards,1,1155,Visa,88,9
9091,0,0,1,18.24,7.52,4583.32,211.28,Ireland,male,2021-02-07,Prepaid cards,26,1150,MasterCard,96,51
8034,1,0,1,47.36,3.8,2755.8,151.92,Norway,female,2021-02-19,Bank transfers,40,1216,Visa,8,4
715,0,0,0,22.4,15.44,4464.56,485.76,Finland,female,2021-02-17,Bank transfers,226,1064,Amex,33,48
8521,0,0,0,14.68,14.68,4932.2,822.64,United States,female,2021-03-05,Credit cards,231,1029,JBC,57,1
8755,0,1,0,1.8,5.12,2347.76,584.4,New Zealand,male,2021-03-16,Mobile,22,1015,JBC,92,43
851,1,1,1,37.84,13.76,1905.56,990.08,New Zealand,male,2021-03-16,Mobile,125,1080,Visa,9,67
8424,0,1,1,13.08,11,1484.36,729.84,Turkey,female,2021-02-04,Prepaid cards,145,1296,Visa,22,36
8513,1,1,0,28.12,36.4,4365.48,276.72,Australia,male,2021-02-15,Bank transfers,260,1297,JBC,54,13
4325,1,1,0,3.8,17.6,1860.64,258.84,Turkey,male,2021-02-09,E-Wallet,155,1061,MasterCard,7,36
583,1,1,1,48.64,24.92,4116.8,636.16,Norway,female,2021-03-19,Credit cards,44,1171,JBC,80,52
8480,1,0,0,5.52,4.16,1858.96,666.76,New Zealand,female,2021-01-29,E-Wallet,229,1237,JBC,24,27
8488,0,0,1,9.16,45.24,4413.92,973.48,Turkey,male,2021-01-19,Prepaid cards,121,1231,MasterCard,36,28
7606,1,0,1,27.28,17.36,2543.36,735.8,United States,male,2021-03-04,Mobile,92,1147,Amex,60,1
6783,1,0,0,48.12,15.04,3789.6,234.12,Australia,female,2021-02-11,E-Wallet,6,1179,MasterCard,56,32
7972,0,1,0,4.92,21.8,3685.6,203.04,Brazil,male,2021-03-17,Mobile,5,1268,Visa,82,25
5854,1,1,1,41.92,38.28,4261.12,210.08,Netherlands,male,2021-01-03,Credit cards,212,1278,MasterCard,53,54
6883,0,1,0,42.56,46.52,4853.24,529.16,United Kingdom,female,2021-01-03,Bank transfers,115,1095,JBC,63,65
3605,0,1,1,32.16,18.4,4098.12,126.48,New Zealand,male,2021-02-21,Credit cards,226,1209,Visa,78,19
4169,0,0,1,4.04,45.76,3496.04,634.68,Australia,female,2021-01-10,E-Wallet,35,1274,JBC,14,90
606,1,0,0,43,2.96,3747.84,370.08,New Zealand,female,2021-02-06,Mobile,28,1222,Visa,89,13
6683,0,0,0,28.6,46.8,4985.92,530.04,France,male,2021-03-22,Mobile,273,1003,MasterCard,76,44
8822,1,1,1,24.8,46.6,2332.28,856.88,United States,male,2021-02-25,Credit cards,65,1255,JBC,27,70
9097,1,0,0,24.56,27.88,1484.04,984.76,New Zealand,female,2021-02-03,Prepaid cards,253,1135,Visa,34,46
2425,1,1,0,40.12,46.56,4127.04,723.92,United Kingdom,female,2021-03-26,Mobile,166,1115,Visa,69,9
9022,1,0,1,19.16,37.52,3934.8,79.88,Australia,male,2021-01-14,Bank transfers,13,1017,Amex,51,45
2808,1,0,0,9.44,38.16,2721.8,621.6,Turkey,female,2021-01-13,Prepaid cards,275,1199,MasterCard,25,42
